depth [m],acid [mol/L],conductivity [S/m],sscl [mol/L]
119.576,1.6361632707741e-06,4.68436893284388e-06,4.1654197477164e-07
119.686,2.07431581090299e-06,5.4020217704723e-06,3.09112657677251e-07
119.796,1.87570237272573e-06,5.04386541439322e-06,2.12831665941714e-07
119.906,1.85314509032886e-06,5.05341882370639e-06,4.12488038277512e-07
120.016,1.80168037852651e-06,4.97565081972393e-06,4.48973466724663e-07
120.12,2.22954677609448e-06,5.6631844637703e-06,2.86309264897782e-07
120.346,1.79335807118808e-06,4.99027820266517e-06,5.6045672031318e-07
120.456,2.04931340805627e-06,5.37145662466554e-06,3.32929534580252e-07
120.566,1.79410755191269e-06,4.97154810610245e-06,4.6822966507177e-07
120.676,2.03117302755536e-06,5.33663226309123e-06,3.08099173553719e-07
120.786,1.85375190351687e-06,5.10176728732914e-06,5.84780339277947e-07
120.896,2.09799215657871e-06,5.44800212902501e-06,2.92390169638973e-07
121.006,2.14356935176719e-06,5.58233142011821e-06,5.31065680730752e-07
121.12,2.41652472083625e-06,6.01724794325987e-06,4.07927359721618e-07
121.226,2.29340010677473e-06,5.8161160903725e-06,4.36811657242279e-07
121.336,2.46066474637223e-06,6.12917650356431e-06,5.57416267942584e-07
121.446,2.5674054917982e-06,6.25912548201419e-06,3.35969986950848e-07
121.556,2.80980841813054e-06,6.70420656663801e-06,4.75324053936494e-07
121.666,2.32579746434132e-06,5.87112609811036e-06,4.21102653327534e-07
121.76,2.6214650878937e-06,6.39911795164771e-06,5.29038712483689e-07
121.886,2.05612620832741e-06,5.45608432850692e-06,5.94408438451501e-07
121.996,2.33779095238699e-06,5.85982029400289e-06,2.74654197477164e-07
122.12,2.56061405452863e-06,6.26887953817717e-06,4.00832970856894e-07
122.216,2.33480861438994e-06,5.89362666273341e-06,4.31744236624619e-07
122.326,2.07625418501891e-06,5.44180259776535e-06,3.73468899521531e-07
122.436,2.33082216627655e-06,5.84242751778787e-06,2.35128316659417e-07
122.656,2.63699321323898e-06,6.42083378411426e-06,4.74817311874728e-07
122.766,2.47508061785485e-06,6.15991034953368e-06,5.30558938668987e-07
122.876,2.19192502226525e-06,5.7355710355247e-06,7.67207481513702e-07
122.986,2.63206933828844e-06,6.3967138927398e-06,3.95258808177468e-07
123.12,2.27463390426151e-06,5.84174697222878e-06,6.12651152675076e-07
123.206,1.98409179112732e-06,5.39838523534943e-06,8.23455850369726e-07
123.316,2.52999604641551e-06,6.22262426464792e-06,3.80056546324489e-07
123.44,2.05642722645371e-06,5.72741724241663e-06,1.68947803392779e-06
123.536,2.43033321489258e-06,6.06255326864225e-06,4.1147455415398e-07
123.646,2.37497506257501e-06,5.95791891965914e-06,3.62827316224445e-07
123.79,2.11421692925041e-06,5.57263041017809e-06,6.04036537625054e-07
123.866,1.86028706370397e-06,5.39959598361187e-06,1.69866138293687e-06
123.976,2.25319620665972e-06,5.78675499072632e-06,5.03194867333623e-07
124.086,2.27423922668883e-06,5.79550629354998e-06,3.84617224880383e-07
124.196,1.78699673713789e-06,5.10468507365964e-06,9.65850369725968e-07
124.306,1.98980616371973e-06,5.26585906840954e-06,1.82933884297521e-07
124.416,2.16715399141633e-06,5.59026285190123e-06,2.7516093953893e-07
124.526,2.09305511781984e-06,5.49401863033331e-06,3.97792518486298e-07
124.636,1.80595962860008e-06,5.14062513349165e-06,9.668638538495e-07
124.746,2.04772417630444e-06,5.51902016520209e-06,8.2294910830796e-07
124.856,2.29473252279345e-06,5.87747301300662e-06,5.56402783819052e-07
124.966,2.53437316623472e-06,6.25696056457879e-06,4.31744236624619e-07
125.22,2.60767988773153e-06,6.35605850654085e-06,3.13166594171379e-07
125.296,2.91684500012769e-06,6.91676654979365e-06,4.55054371465855e-07
125.406,2.33586663335966e-06,5.91034683657804e-06,3.79043062200957e-07
125.515,2.48497622810099e-06,6.17724354456335e-06,4.29717268377555e-07
125.624,2.2358982179722e-06,5.70791849683836e-06,2.35128316659417e-07
125.733,2.17137266427061e-06,5.71730996496341e-06,7.36296215745976e-07
125.842,2.09132001533936e-06,5.65354643550335e-06,1.0398347107438e-06
125.951,2.07574171274473e-06,5.47965423701494e-06,4.12488038277512e-07
126.169,2.39784259801518e-06,6.04206531973728e-06,4.61642018268812e-07
126.278,3.61130305644256e-06,8.10124174233705e-06,4.18062200956938e-07
126.387,2.69725981077892e-06,6.53142202747642e-06,3.64347542409743e-07
126.496,2.04780166441231e-06,5.481640789042e-06,6.03529795563288e-07
126.605,2.17680547709393e-06,5.76074403086529e-06,8.49806437581557e-07
126.823,2.20850158041428e-06,5.71345439403353e-06,4.13501522401044e-07
126.932,2.23052402880218e-06,5.7359936430849e-06,3.46104828186168e-07
127.041,2.11736315217944e-06,5.56748339995555e-06,4.45933014354067e-07
127.12,1.98364436447162e-06,5.30463855144893e-06,2.96444106133101e-07
127.257,2.19717245050418e-06,5.67918839063632e-06,3.34956502827316e-07
127.473,2.2371115744418e-06,5.758033939912e-06,3.72455415397999e-07
127.689,1.60596339180539e-06,4.84412665011764e-06,1.05535645326028e-06
127.797,1.87045633838723e-06,5.11862812013832e-06,3.04045237059591e-07
128.035,1.94742459197587e-06,5.30337977276045e-06,5.21371315554882e-07
128.12,2.44194196603869e-06,6.11642085046052e-06,3.85630709003915e-07
128.337,2.12471096478147e-06,5.57203082646744e-06,3.66881252718573e-07
128.445,2.48529200399924e-06,6.22430567093362e-06,5.16370160939539e-07
128.661,2.81484259515113e-06,6.73336809475741e-06,2.8022836015659e-07
128.985,2.59729952119182e-06,6.43941605438356e-06,5.95928664636799e-07
129.201,2.22281903477323e-06,5.76672429871395e-06,4.50493692909961e-07
129.417,2.26524883745888e-06,5.85311883549543e-06,5.01167899086559e-07
129.525,2.09921210136635e-06,5.53237831598094e-06,3.4205089169204e-07
129.72,2.02157758369429e-06,5.43352560337079e-06,4.7836450630709e-07
129.957,2.27523923068451e-06,5.87951976085944e-06,5.20930839495433e-07
130.281,2.1708583565953e-06,5.66471250152392e-06,3.56746411483254e-07
130.389,2.14707658427233e-06,5.64174870339013e-06,4.27690300130492e-07
130.605,2.4628691635588e-06,6.24862312832719e-06,6.9930404523706e-07
130.713,1.89558273811567e-06,5.22362246271411e-06,4.68736407133536e-07
130.929,1.8561504779195e-06,5.12208196756136e-06,3.18234014789039e-07
131.036,1.77537904355108e-06,5.05437728395558e-06,6.1214441061331e-07
131.12,1.8258306532914e-06,5.04084628869153e-06,1.88508046976947e-07
131.25,1.95743700061178e-06,5.32397767151214e-06,4.27183558068726e-07
131.357,1.91631883099349e-06,5.27521863513783e-06,5.14849934754241e-07
131.464,2.07422122687248e-06,5.54649403579369e-06,5.14343192692475e-07
131.571,2.40316003899908e-06,6.10548264680896e-06,4.9103305785124e-07
131.678,2.60462713600936e-06,6.45962479093032e-06,5.24478033927795e-07
132.213,1.89956527006682e-06,5.20745261437522e-06,3.21781209221401e-07
132.32,1.86404049049349e-06,5.18497022664833e-06,4.79884732492388e-07
132.427,1.93489196634134e-06,5.36659866514604e-06,7.29201826881253e-07
132.534,1.94789944907528e-06,5.33483135486679e-06,4.98127446715963e-07
132.641,2.24630605238882e-06,5.82839497748697e-06,4.17555458895172e-07
132.748,1.79931046307027e-06,5.08358243779402e-06,5.06235319704219e-07
132.855,2.28480415769957e-06,5.8690362634655e-06,3.03031752936059e-07
132.962,1.84362938089694e-06,5.12851473554317e-06,3.68401478903871e-07
133.069,2.09561878475232e-06,5.66267700118885e-06,7.92544584602001e-07
133.176,2.00048379842594e-06,5.41289624310368e-06,4.25156589821662e-07
133.283,1.58448518988024e-06,4.79777736217549e-06,8.37137886037408e-07
133.39,2.25156914398663e-06,5.82008113899788e-06,3.17727272727273e-07
133.604,1.79510573249479e-06,5.06400498948554e-06,4.26170073945194e-07
133.818,1.84666052481888e-06,5.14395640266711e-06,3.83096998695085e-07
133.925,2.19800969050227e-06,5.71433043815021e-06,2.40702479338843e-07
134.12,2.8642216230672e-06,6.89719768176939e-06,3.95258808177468e-07
134.246,2.05139363809152e-06,5.55988884695488e-06,6.38494997825141e-07
134.352,1.60150686181777e-06,4.83352068329989e-06,8.3055023923445e-07
134.458,2.11157021113924e-06,5.61749490624764e-06,4.38838625489343e-07
134.55,2.32587273739396e-06,6.01527658439746e-06,5.59443236189648e-07
134.776,1.64820722255908e-06,4.85893285595605e-06,5.86807307525011e-07
134.988,2.20875169205916e-06,5.82656077035249e-06,5.96435406698565e-07
134.988,2.21489510226413e-06,5.80487894484553e-06,4.61135276207047e-07
135.12,1.9700777738023e-06,5.49460799999815e-06,9.20809016988057e-07
135.218,2.93719159643422e-06,7.08891708698732e-06,6.28866898651588e-07
135.412,2.2103559349363e-06,5.7708526111654e-06,3.35969986950848e-07
135.518,1.81484273287346e-06,5.1240353282168e-06,4.72790343627664e-07
135.73,1.80525549897951e-06,5.06377160602351e-06,2.82255328403654e-07
135.836,2.05488027842544e-06,5.51575962212247e-06,3.72962157459765e-07
136.048,1.70305217524828e-06,4.93557273540391e-06,4.71776859504132e-07
136.154,2.26128836110874e-06,5.8717265054902e-06,3.64854284471509e-07
136.366,2.24377459657073e-06,5.87072861081947e-06,4.79377990430622e-07
136.472,3.00978748340156e-06,7.19669538289174e-06,5.05221835580687e-07
136.79,1.70600904045015e-06,5.14149565219789e-06,1.28915180513267e-06
137.002,2.01476753936872e-06,5.42774700635704e-06,2.53371030882993e-07
137.12,1.97983345015132e-06,5.40083442058763e-06,3.88671161374511e-07
137.32,1.62606337215316e-06,5.05874847764356e-06,1.50198347107438e-06
137.638,2.36772994271752e-06,6.086760242251e-06,4.43399304045237e-07
137.956,2.16571668711946e-06,5.71339332069901e-06,3.2684862983906e-07
138.062,2.39067554240113e-06,6.11469202377884e-06,3.79043062200957e-07
138.274,1.95281085015606e-06,5.37127747046452e-06,4.20595911265768e-07
138.802,1.80446015031394e-06,5.1133860156707e-06,3.94752066115703e-07
138.907,2.03271930187e-06,5.49264318474305e-06,3.29889082209656e-07
139.12,2.1749535552225e-06,5.76999421468503e-06,4.55561113527621e-07
139.222,1.72889637273077e-06,5.10251449810802e-06,8.80717703349282e-07
139.327,1.98655518200116e-06,5.56178693708249e-06,9.37472814267073e-07
139.432,2.99597073757373e-06,7.173003386003e-06,3.83096998695085e-07
139.537,3.0373497450973e-06,7.30444129310052e-06,6.29373640713354e-07
139.747,2.63339729975903e-06,6.55288994014799e-06,3.95765550239234e-07
140.062,2.58709049830897e-06,6.50735649736208e-06,5.27518486298391e-07
140.167,2.44023703381555e-06,6.27798678598516e-06,6.25319704219226e-07
140.272,2.34536910436326e-06,6.03598301920153e-06,2.95430622009569e-07
140.36,2.3378096186037e-06,6.04565946755696e-06,3.87150935189213e-07
140.482,2.83492542346426e-06,6.89581238574339e-06,3.4458460200087e-07
140.587,2.63630430818e-06,6.59534914519475e-06,5.19410613310135e-07
140.692,1.7598848360576e-06,5.06399178814336e-06,4.47959982601131e-07
140.797,2.24479604190606e-06,5.91418024544254e-06,4.9356676816007e-07
140.902,2.63570083887977e-06,6.57174850049489e-06,4.12994780339278e-07
141.007,2.35781495835532e-06,6.27503943293783e-06,1.17614832535885e-06
141.22,2.31476499894595e-06,6.10459419308189e-06,7.67714223575468e-07
141.321,2.66477205318308e-06,6.66603371613013e-06,5.80219660722053e-07
141.425,2.27909411400411e-06,6.0184549272754e-06,6.58257938234015e-07
141.529,2.47175887852332e-06,6.31944310088061e-06,5.19410613310135e-07
141.633,2.31818260808777e-06,5.99824712868006e-06,2.84282296650718e-07
141.737,2.42256203007076e-06,6.2437235387379e-06,5.50828621139626e-07
141.841,2.52138228171208e-06,6.35043542842591e-06,2.78708133971292e-07
142.049,2.57112505199185e-06,6.55404620390725e-06,7.60619834710744e-07
142.153,2.08096931907064e-06,5.70298094778564e-06,7.46431056981296e-07
142.257,1.75956866024276e-06,5.14151414537592e-06,7.22107438016529e-07
142.361,1.97230737237355e-06,5.44556347022019e-06,4.50493692909961e-07
142.465,2.0942307106905e-06,5.60954084856725e-06,2.50330578512397e-07
142.569,2.40026685313522e-06,6.15629365250575e-06,3.16207046541975e-07
142.673,2.56169076860325e-06,6.53268825510018e-06,7.15519791213571e-07
142.777,3.54567171123492e-06,8.16361738360671e-06,4.04380165289256e-07
142.881,2.89329609111198e-06,7.00927591804479e-06,2.99484558503697e-07
142.985,2.9869874767928e-06,7.196116373607e-06,3.97285776424532e-07
143.089,2.46061579791742e-06,6.37356520012099e-06,7.6619399739017e-07
143.193,2.77833468727976e-06,6.82549359601632e-06,3.51172248803828e-07
143.401,2.29420589301445e-06,6.01200339569283e-06,4.49986950848195e-07
143.505,2.39025175886309e-06,6.17686954523645e-06,4.39345367551109e-07
143.609,2.43623593390673e-06,6.45875565374097e-06,1.27698999565028e-06
143.713,2.25176968143266e-06,5.9684329096908e-06,5.63497172683776e-07
143.817,2.14985094609315e-06,5.89000529890588e-06,9.68890822096564e-07
143.921,3.47819643698707e-06,8.12055032043786e-06,6.60284906481079e-07
144.025,2.87161543958784e-06,7.03034058799472e-06,4.97113962592432e-07
144.129,2.44052078097814e-06,6.26880486840883e-06,4.35798173118747e-07
144.22,2.17951326556334e-06,5.78417646749013e-06,2.99991300565463e-07
144.337,2.1844165246509e-06,5.85325519764701e-06,5.4778816876903e-07
144.441,1.98657785651462e-06,5.51232160377179e-06,5.53869073510222e-07
144.545,1.83861419562437e-06,5.23472192024105e-06,4.63668986515877e-07
144.649,2.05221056518857e-06,5.6912006597989e-06,8.16868203566768e-07
144.753,2.5664060651869e-06,6.49782958464369e-06,4.56067855589387e-07
144.857,2.65771378708239e-06,6.62658432475667e-06,3.28368856024358e-07
144.961,3.89187874886009e-06,8.77946149782793e-06,3.66881252718573e-07
145.065,3.60327117306782e-06,8.36598102127906e-06,7.26161374510657e-07
145.165,2.78389791520343e-06,6.86383014386523e-06,3.91711613745107e-07
145.365,2.2773836641136e-06,5.96885616253212e-06,3.20260983036103e-07
145.565,1.678478344951e-06,4.99194319667362e-06,5.76672466289691e-07
145.665,2.15635916290356e-06,5.80172159586232e-06,4.8849934754241e-07
145.765,2.26738153569645e-06,5.96169053868546e-06,3.48131796433232e-07
145.865,1.90519407312638e-06,5.32943430364516e-06,3.32422792518486e-07
145.965,2.25916610183591e-06,5.9333042179853e-06,2.82255328403654e-07
146.065,2.10878316852579e-06,5.67488933479599e-06,2.90869943453676e-07
146.165,2.15380110845296e-06,5.7881511750773e-06,4.32757720748151e-07
146.265,2.16051904041443e-06,5.84254553336661e-06,6.06570247933884e-07
146.385,2.41655821104288e-06,6.24282028083724e-06,4.16035232709874e-07
146.465,2.13813043859614e-06,5.80156304745502e-06,5.90861244019139e-07
146.565,2.38376611221479e-06,6.18730399066088e-06,4.15528490648108e-07
146.665,2.91214930311829e-06,7.07262987427168e-06,2.726272292301e-07
146.765,2.61512823144975e-06,6.60515020797524e-06,4.72283601565898e-07
146.865,2.02601932953544e-06,5.5565230932312e-06,3.68908220965637e-07
146.965,2.6189587042974e-06,6.6564304982235e-06,6.49643323183993e-07
147.065,2.30772548823918e-06,6.01200098627355e-06,2.1840582862114e-07
147.165,2.06846603590526e-06,5.6869896613216e-06,5.93394954327969e-07
147.265,2.5363495209416e-06,6.43368073475921e-06,3.10126141800783e-07
147.365,2.46553224142394e-06,6.30477135301063e-06,2.8276207046542e-07
147.465,1.87421198439633e-06,5.3882398811948e-06,7.4592431491953e-07
147.565,2.02132912728449e-06,5.58671710762178e-06,5.03701609395389e-07
147.765,2.68069232201235e-06,6.78856023597667e-06,7.20587211831231e-07
147.865,3.10966124188255e-06,7.46975754858702e-06,4.44412788168769e-07
147.965,2.97470413212156e-06,7.22858207686754e-06,4.14515006524576e-07
148.065,2.77047677618396e-06,6.86575637653715e-06,3.80563288386255e-07
148.165,2.65577494151202e-06,6.67845462336695e-06,4.28197042192257e-07
148.365,2.8245500855315e-06,7.00722550574876e-06,5.64510656807308e-07
148.465,1.93367407040642e-06,5.45050445472394e-06,5.40693779904306e-07
148.565,1.98189551219988e-06,5.52360316079905e-06,4.92046541974772e-07
148.665,3.27400475488064e-06,7.76968240086109e-06,4.66709438886472e-07
148.765,2.45619894455093e-06,6.37525934319682e-06,5.89341017833841e-07
148.865,2.96752909004952e-06,7.2167656140398e-06,3.80056546324489e-07
148.965,2.82860702099648e-06,6.984935410228e-06,4.18568943018704e-07
149.065,2.10131908089228e-06,5.694460447803e-06,3.20260983036103e-07
149.265,2.18158538281081e-06,5.94379006258964e-06,7.6619399739017e-07
149.365,2.0344415768624e-06,5.70267164109159e-06,8.26496302740322e-07
149.465,2.41244317174744e-06,6.26278780317925e-06,4.12994780339278e-07
149.565,2.3947050544834e-06,6.25075467153162e-06,4.87485863418878e-07
149.665,2.3638841541467e-06,6.1482028588891e-06,2.81748586341888e-07
149.765,2.22846880060379e-06,5.93591572789661e-06,3.77016093953893e-07
149.865,1.77151390489388e-06,5.14517317275897e-06,3.99819486733362e-07
149.965,1.70808168794962e-06,5.07620672113197e-06,5.69071335363201e-07
150.065,2.44107938310844e-06,6.33717570024917e-06,4.91539799913006e-07
150.165,2.45043326377068e-06,6.30661619538769e-06,2.93403653762506e-07
150.33,1.70499446617189e-06,5.14710967258634e-06,8.71596346237495e-07
150.465,2.89969962871701e-06,7.10266383223596e-06,3.2938234014789e-07
150.565,3.62131278064251e-06,8.36060692771524e-06,3.17220530665507e-07
150.765,2.70459532336057e-06,6.80386952162497e-06,4.8849934754241e-07
150.865,2.87410879409274e-06,7.07415287266629e-06,3.77522836015659e-07
151.065,2.07487980258653e-06,5.69718200015016e-06,4.46946498477599e-07
151.165,2.04982135319964e-06,5.67473669161995e-06,5.31065680730752e-07
151.265,1.87027991177457e-06,5.34412965209192e-06,4.57081339712919e-07
151.365,1.89588992960051e-06,5.34051632196441e-06,2.53371030882993e-07
151.465,2.00286167352172e-06,5.59498420327721e-06,5.28531970421923e-07
151.565,2.07204813117951e-06,5.74483297201212e-06,6.44069160504567e-07
151.69,2.27336738495402e-06,6.00263426443321e-06,2.50330578512397e-07
151.765,2.30183163782866e-06,6.11105888721848e-06,4.89512831665942e-07
151.865,1.78806927295372e-06,5.28112105337516e-06,7.67207481513702e-07
152.09,2.76745206384126e-06,6.91966585284604e-06,4.52520661157025e-07
152.165,2.19391367275056e-06,5.94360265504959e-06,5.6045672031318e-07
152.265,2.06354860943051e-06,5.67915162153593e-06,4.05900391474554e-07
152.365,2.13159202723269e-06,6.02651305973327e-06,1.34438668986516e-06
152.465,2.72419358419385e-06,6.84730616539735e-06,4.48973466724663e-07
152.565,3.53202401968152e-06,8.22892342882292e-06,3.13166594171379e-07
152.665,2.93150955211544e-06,7.14793997474945e-06,1.83440626359287e-07
152.765,2.69727187979651e-06,6.77489486152979e-06,3.30902566333188e-07
152.865,2.54165216993393e-06,6.52757414280989e-06,4.29717268377555e-07
152.965,2.41503819359964e-06,6.32875918184992e-06,5.19410613310135e-07
153.065,2.37532771878738e-06,6.2069699665623e-06,2.99484558503697e-07
153.165,2.54687748996955e-06,6.56831836130082e-06,5.46774684645498e-07
153.265,2.92612610793469e-06,7.20458720284386e-06,4.27690300130492e-07
153.365,3.48038813909656e-06,8.15055655498754e-06,3.21274467159635e-07
153.565,2.17383676445903e-06,5.90961356311137e-06,5.07248803827751e-07
153.665,2.47750508757092e-06,6.47417584839428e-06,6.37481513701609e-07
153.765,2.37762789445849e-06,6.29423215940726e-06,6.12651152675076e-07
153.865,2.17717419992196e-06,5.97416941768919e-06,7.36802957807742e-07
153.965,2.217030683409e-06,6.0289131245344e-06,6.70419747716398e-07
154.065,2.541005349846e-06,6.54545169367084e-06,4.55054371465855e-07
154.165,2.54159645851197e-06,6.59184121454493e-06,6.37481513701609e-07
154.24,2.25645000712512e-06,6.09994436045983e-06,6.66872553284037e-07
154.365,2.13759127349337e-06,5.80525019644594e-06,3.06072205306655e-07
154.465,2.88494814128776e-06,7.15834141858349e-06,4.77857764245324e-07
154.565,2.83273110902954e-06,7.03678586639631e-06,3.4965202261853e-07
154.665,2.54534572084234e-06,6.5520011939582e-06,4.2414310569813e-07
154.765,2.51214634487457e-06,6.46358408130846e-06,2.95430622009569e-07
154.865,1.94147456016979e-06,5.43197161853696e-06,1.65197912135711e-07
155.065,2.11288849745144e-06,5.77956272086099e-06,3.50158764680296e-07
155.165,2.23691907528197e-06,6.02478877282448e-06,4.59615050021749e-07
155.245,2.18305787479053e-06,5.95324640344005e-06,5.50828621139626e-07
155.35,1.87651179397344e-06,5.43340471057577e-06,6.21265767725098e-07
155.465,2.36611450267497e-06,6.31238442285213e-06,6.97277076989996e-07
155.565,2.58285617445607e-06,6.68727529988767e-06,6.69913005654632e-07
155.665,2.30280073632808e-06,6.16599192365979e-06,5.43734232274902e-07
155.765,2.60931485570227e-06,6.69895256674329e-06,5.17890387124837e-07
155.88,2.47658575343342e-06,6.4237429677384e-06,3.3951718138321e-07
155.965,2.72481905709695e-06,6.87060054774911e-06,3.80563288386255e-07
156.065,2.28273444742644e-06,6.16494820094805e-06,6.67379295345803e-07
156.235,2.28542024755517e-06,6.10978676608111e-06,4.1400826446281e-07
156.365,2.01357979352254e-06,5.63519951775063e-06,4.21102653327534e-07
156.465,2.38376031339624e-06,6.36300871173024e-06,7.34775989560679e-07
156.565,2.36296803720417e-06,6.27005739685572e-06,4.98634188777729e-07
156.765,2.62838872988873e-06,6.67125639151579e-06,2.21446280991736e-07
156.865,2.9541401019547e-06,7.30437253270229e-06,4.65189212701174e-07
156.965,2.54452348971908e-06,6.56742982899366e-06,3.91711613745107e-07
157.065,2.32425199052725e-06,6.22324098091104e-06,5.64510656807308e-07
157.165,2.25151827903323e-06,6.07415641250412e-06,4.7329708568943e-07
157.365,2.54048394187657e-06,6.61277123225172e-06,5.89341017833841e-07
157.465,2.18638062789294e-06,5.95572135125485e-06,4.44919530230535e-07
157.565,2.00618825480237e-06,5.74918798146086e-06,8.94399739016964e-07
157.665,1.7680749240039e-06,5.29006966648907e-06,7.25654632448891e-07
157.765,2.37610303116163e-06,6.30016496771611e-06,4.7583079599826e-07
157.865,2.24998685002958e-06,6.08862994158208e-06,5.14343192692475e-07
157.965,2.47392703136614e-06,6.46605797059361e-06,4.41372335798173e-07
158.065,1.98818854079417e-06,5.62609895652093e-06,4.99140930839495e-07
158.265,2.28711451479142e-06,6.13624174968938e-06,4.24649847759896e-07
158.365,2.11418040963361e-06,5.84162868859652e-06,4.61135276207047e-07
158.465,2.33215564301073e-06,6.29040892880213e-06,7.23120922140061e-07
158.565,2.30412891894311e-06,6.12321145608919e-06,2.35635058721183e-07
158.665,1.99948140033124e-06,5.64565927786489e-06,4.73803827751196e-07
158.765,1.90903128120967e-06,5.48184223980349e-06,4.51507177033493e-07
158.865,2.37796728366049e-06,6.29979396917348e-06,4.13501522401044e-07
158.965,1.93244736140502e-06,5.53046252077957e-06,4.73803827751196e-07
159.065,1.93334253780722e-06,5.4872571985378e-06,2.86309264897782e-07
159.165,2.02248210861732e-06,5.67983230956157e-06,4.27690300130492e-07
159.24,1.96337986990562e-06,5.5702031386385e-06,4.02353197042192e-07
159.365,1.97383453673263e-06,5.54816537357627e-06,2.31581122227055e-07
159.465,1.74605380347832e-06,5.273927961249e-06,7.49471509351892e-07
159.565,1.76373028639443e-06,5.24046945553655e-06,4.8089821661592e-07
159.66,1.887271183016e-06,5.44710248281946e-06,4.31237494562853e-07
159.865,2.46088587671554e-06,6.41795752118652e-06,2.55397999130057e-07
159.965,2.04196251046156e-06,5.71796672868021e-06,4.10967812092214e-07
160.065,1.60216706793328e-06,5.04683988492525e-06,8.36124401913876e-07
160.14,1.90720378576529e-06,5.56669944988322e-06,7.58086124401914e-07
160.23,2.09380608379392e-06,5.85564194116576e-06,5.89341017833841e-07
160.365,1.90122061933162e-06,5.46013692960839e-06,3.56239669421488e-07
160.465,2.50242655948479e-06,6.53370217359669e-06,4.02859939103958e-07
160.565,2.11337416771276e-06,5.89366436888516e-06,5.89847759895607e-07
160.665,2.29863076938135e-06,6.19041366409794e-06,4.61642018268812e-07
160.765,2.66455755901747e-06,6.79596473968613e-06,2.91376685515442e-07
160.865,2.6484062074848e-06,6.80397789773191e-06,4.36304915180513e-07
160.965,2.67917043948634e-06,6.90984206061581e-06,6.42548934319269e-07
161.065,2.4839598471385e-06,6.54707436504555e-06,5.64510656807308e-07
161.14,3.68766090014264e-06,8.64953262653686e-06,4.63668986515877e-07
161.25,2.48002536839795e-06,6.53555119295115e-06,5.3765332753371e-07
161.365,2.10500786340468e-06,5.98943139476472e-06,1.00892344497608e-06
161.465,2.25131038548738e-06,6.17274864800758e-06,6.97277076989996e-07
161.565,2.31539848992532e-06,6.17423840684002e-06,2.36141800782949e-07
161.665,2.66526530161095e-06,6.85280845733113e-06,4.77857764245324e-07
161.765,2.60968088563035e-06,6.74772935319536e-06,4.45426272292301e-07
161.965,3.02784826235635e-06,7.43633841706749e-06,2.29047411918225e-07
162.05,2.43958961335456e-06,6.37556002159839e-06,1.40874293170944e-07
162.14,2.01564267329977e-06,5.77998190621015e-06,7.66700739451936e-07
162.265,2.01051990270886e-06,5.92277271942242e-06,1.38188560243584e-06
162.365,2.29653541528883e-06,6.35018046311515e-06,1.05706394084385e-06
162.465,2.49723908757845e-06,6.608023272908e-06,6.55724227925185e-07
162.565,2.44221940407404e-06,6.47887797714714e-06,5.21437581557199e-07
162.665,2.41080742271511e-06,6.38539605993102e-06,3.62320574162679e-07
162.765,2.37420608013025e-06,6.34005637054537e-06,4.37318399304045e-07
162.865,2.13049833928204e-06,5.99320347977479e-06,7.77852365948816e-07
162.965,1.77074290548246e-06,5.22048762493074e-06,2.18912570682906e-07
163.065,1.74596057965064e-06,5.29339534489864e-06,6.9170291431057e-07
163.14,2.12772094012538e-06,5.88690282888685e-06,3.52692474989126e-07
163.265,1.68811268238404e-06,5.27903611646132e-06,1.04338190517616e-06
163.365,1.96434945672072e-06,5.63650107894384e-06,5.02181383210091e-07
163.465,2.11729643633032e-06,5.85643530090468e-06,2.9036320139191e-07
163.565,2.35290027766685e-06,6.28183540931415e-06,3.19247498912571e-07
163.665,2.12825436366037e-06,5.98942634992376e-06,7.45417572857764e-07
163.765,1.68951476800896e-06,5.21315097825078e-06,7.45417572857764e-07
163.865,1.61508930985822e-06,5.07575015938688e-06,7.19066985645933e-07
163.95,2.00142756477128e-06,5.68407262695959e-06,4.04886907351022e-07
164.065,2.30861257705336e-06,6.18076356459469e-06,2.0573727707699e-07
164.165,2.6278005391722e-06,6.78894157140538e-06,3.74482383645063e-07
164.265,2.22385985439581e-06,6.08494932289435e-06,4.1907568508047e-07
164.365,2.42535342381369e-06,6.39893067940986e-06,2.38675511091779e-07
164.465,2.40339829351485e-06,6.39066390985802e-06,3.59280121792084e-07
164.565,2.79123117816045e-06,7.09424488722519e-06,4.19582427142236e-07
164.665,2.44621243786409e-06,6.4680985380872e-06,3.56746411483254e-07
164.765,2.10949006265196e-06,5.91698049753745e-06,5.4018703784254e-07
164.865,2.21164240216808e-06,6.03674235090112e-06,2.85802522836016e-07
164.965,2.12878788871251e-06,5.94129443986752e-06,4.91539799913006e-07
165.12,1.87910160482299e-06,5.5447625789375e-06,6.74473684210526e-07
165.265,2.19719706869442e-06,6.05304366068661e-06,4.39852109612875e-07
165.365,2.10387702762229e-06,5.90985365794742e-06,5.27011744236625e-07
165.465,1.8038966315525e-06,5.54644601868886e-06,1.2111135276207e-06
165.565,3.11524453244716e-06,7.67887948045831e-06,4.1147455415398e-07
165.765,3.23071708173561e-06,7.89977845477355e-06,4.66202696824706e-07
165.865,2.50663361717654e-06,6.60111060013994e-06,4.0894084384515e-07
165.965,2.29603693465544e-06,6.26840836135651e-06,5.72618529795563e-07
