depth [m],temp [K]
74.187,-39.3
90.083,-39
120.085,-38.3
150.095,-37.6
180.03,-36.8
210.044,-36.1
240.048,-35.3
270.053,-34.4
300.088,-33.6
330.086,-32.7
360.009,-31.8
390.086,-30.9
420.011,-30
450.061,-29.1
480.081,-28.1
510.08,-27.2
540.066,-26.2
554.056,-25.8
