depth [m],acid [mol/L],conductivity [S/m],sscl [mol/L]
4.32,4.54083806680671e-06,2.16320049096795e-05,4.76388212266203e-06
4.83,3.35714992867643e-06,1.90979670564478e-05,6.93760218278673e-06
5.61,4.22680386288763e-06,2.11712880375293e-05,5.87162026968247e-06
6.29,2.94510943311478e-06,1.8302234436967e-05,7.90061548499348e-06
6.75,3.07465442898423e-06,1.8914006269802e-05,8.52273916636892e-06
7.52,3.05695913852445e-06,1.81545980528117e-05,6.67271191762579e-06
8.02,4.20965480485207e-06,2.09431164506231e-05,5.36928362873858e-06
8.44,3.49124728623169e-06,2.01369799133781e-05,8.58775772074815e-06
9.035,2.72487082768084e-06,1.87847327058411e-05,1.07427718648607e-05
9.775,2.13295444320124e-06,1.55020646461233e-05,6.60031535450196e-06
10.29,3.30259390448349e-06,1.9728521080941e-05,8.89694922350105e-06
10.71,3.64301045751062e-06,2.06141489887915e-05,8.66782296650718e-06
11.295,2.18370359193451e-06,1.566925478572e-05,6.63882775119617e-06
11.728,2.76070902079784e-06,1.67038989786635e-05,5.04552886020853e-06
12.088,2.51890773405001e-06,1.63836186101502e-05,5.99982601130927e-06
12.45,2.50901249627666e-06,1.63290507289539e-05,5.92685515441496e-06
12.938,2.98082747750188e-06,1.74635844831296e-05,5.36928362873858e-06
13.223,2.6917168548979e-06,1.77872922155184e-05,8.34350804697695e-06
13.57,3.18634655635809e-06,1.82858788160488e-05,5.9705424845801e-06
13.88,3.73736838108822e-06,2.32836524906446e-05,1.48380594563966e-05
14.163,3.19000365703836e-06,1.81210381359982e-05,5.50803567239432e-06
14.425,1.96732451589416e-06,1.49824248774908e-05,6.42043547461536e-06
14.77,3.38940248521332e-06,2.03769654354177e-05,9.86821352909119e-06
15.16,2.84987537006445e-06,1.74973136527685e-05,6.39520783031432e-06
15.58,1.93553712820619e-06,1.51004427844456e-05,6.94692692474989e-06
15.92,3.15584638477235e-06,1.75478541429024e-05,4.25156589821662e-06
16.31,5.00673591667955e-06,2.31345380953364e-05,5.01877337973032e-06
16.77,2.27373554875584e-06,1.60297377144552e-05,6.83595041322314e-06
17.17,3.07823870011906e-06,1.75107987985007e-05,4.71270117442366e-06
17.62,4.3974626733083e-06,2.21515803783106e-05,6.96060896041757e-06
18.19,4.32022673504116e-06,2.09224245873449e-05,4.34075250108743e-06
18.62,4.32689216563169e-06,2.15334205086851e-05,5.86655284906481e-06
19.09,2.63538818870749e-06,1.92591416223077e-05,1.24891648542845e-05
19.38,3.15559315941962e-06,1.8915100329589e-05,7.7448868004201e-06
19.78,3.1297606643458e-06,1.85932961180038e-05,7.09737726336e-06
20.18,3.10258459602926e-06,1.81925915261929e-05,6.25573075250109e-06
20.57,3.07675210095544e-06,1.77264754356877e-05,5.23515224010439e-06
20.89,2.16887621969755e-06,1.50561680502084e-05,5.03904306220096e-06
21.26,2.87529103772448e-06,1.74260267531446e-05,5.93901696389735e-06
21.64,4.332895648443e-06,2.15245913404672e-05,5.75190290063773e-06
22.11,3.87655638507247e-06,2.01009055465554e-05,5.43655734687469e-06
22.5,2.22964062143228e-06,1.68593185553017e-05,9.22726620269683e-06
22.92,3.6585194820163e-06,1.9050406070997e-05,4.30882775119617e-06
23.22,2.54136779827636e-06,1.76014554199692e-05,8.82035232709874e-06
23.76,3.82480242887124e-06,2.01036267786281e-05,5.77713054493877e-06
24.17,1.51979925138871e-06,1.46143522934514e-05,8.6320589583401e-06
24.6,3.96989655032562e-06,2.04902541017097e-05,5.6775380600261e-06
25.03,5.09618613659563e-07,1.07305128964461e-05,6.04941753871323e-06
25.32,1.59839654696785e-06,1.46727604025469e-05,8.17307421092714e-06
25.73,4.92913203725553e-06,2.27460957942656e-05,4.3727916788474e-06
26.02,5.31619967260744e-06,2.47747015897332e-05,6.7396694214876e-06
26.39,0,1.04014003768532e-05,8.94254364933856e-06
26.68,0,1.05967695399521e-05,9.44123205370491e-06
27.07,0,8.93669047561092e-06,5.14596790116492e-06
27.46,4.15601150665858e-06,2.10975329856e-05,5.78142018268813e-06
27.83,0,1.12697578453545e-05,1.11550503483485e-05
28.22,5.88547402482665e-06,2.76302135836565e-05,9.82196284787261e-06
28.5,7.10047670195296e-07,1.15795606226168e-05,6.68532573977631e-06
28.83,9.24118999516491e-06,3.64728456424599e-05,7.78507829491083e-06
29.12,5.30182626790477e-06,2.5173923317336e-05,7.76936929099608e-06
29.46,5.5729959186943e-06,2.48736426716634e-05,4.97570030448021e-06
29.7,4.97910360088052e-06,2.33453235503305e-05,5.41973891734067e-06
30,4.44370301011876e-06,2.21173608439633e-05,6.20454980426272e-06
30.23,3.0260414631628e-06,1.8596380721751e-05,7.61033936414787e-06
30.62,4.54111906243047e-06,2.31914042414781e-05,8.24418660287081e-06
30.85,3.18194127026434e-06,1.85369311308244e-05,6.29429725311015e-06
31.25,3.51903430045138e-06,1.90108867180194e-05,5.01609660852398e-06
31.51,3.28307622339831e-06,1.98170948560669e-05,8.83808472013195e-06
31.79,4.32337329031031e-06,2.20695778672758e-05,6.94337973031753e-06
32.13,3.0471027317259e-06,1.8563678327748e-05,7.34124449160342e-06
32.44,2.46828928157962e-06,1.69202969124575e-05,7.37908595805498e-06
32.82,3.47414508984386e-06,1.92085366218351e-05,5.82338122615735e-06
33.04,3.74606584877537e-06,2.06756379893097e-05,7.58643540669857e-06
33.25,3.80146569067266e-06,1.99917617434807e-05,5.40712509519015e-06
33.44,4.7908275565404e-06,2.41821824506545e-05,8.87964114832536e-06
33.8,3.57854741821508e-06,1.90314542880963e-05,4.56574597651153e-06
34.16,3.90584674793258e-06,2.2139714419226e-05,1.01424423662462e-05
34.63,2.30393533061828e-06,1.74190771561705e-05,9.82196284787261e-06
34.84,2.74178597375105e-06,1.74512004156501e-05,6.65808394954328e-06
35.19,2.85142254402796e-06,2.0310514497562e-05,1.32024671842123e-05
35.4,3.39733999719153e-06,1.87116906964613e-05,5.03711964544152e-06
35.67,3.40186308560038e-06,1.90066447591242e-05,5.75557633753806e-06
35.92,3.35675572570874e-06,1.97394912067973e-05,7.96953240539365e-06
36.26,2.60988348351058e-06,1.89839470066715e-05,1.1546117877338e-05
36.68,2.85149108014205e-06,1.80314879358478e-05,7.29919841776835e-06
36.93,4.62066336708884e-06,2.239562563751e-05,5.43683558068726e-06
37.15,3.68559814557313e-06,1.96694215677647e-05,5.33564676967052e-06
37.39,2.39117293371357e-06,1.59678425532624e-05,5.38362766420183e-06
37.84,2.58538741091118e-06,1.71974086645231e-05,7.10553719008264e-06
38.2,3.49642361887511e-06,1.9728791966757e-05,6.87032846465062e-06
38.6,3.42338453448795e-06,1.90256129532607e-05,5.58936494127882e-06
38.83,3.43499533194351e-06,1.86509490130188e-05,4.53256675942067e-06
39.12,2.05482696006737e-06,1.44402219545609e-05,3.90546107003045e-06
39.39,2.12700158779772e-06,1.46768179971218e-05,3.97335397741422e-06
39.72,2.8731667710947e-06,1.78254839766388e-05,6.54236908873707e-06
40.07,3.08473587293922e-06,1.84053886890205e-05,6.45827694106692e-06
40.36,2.75785948973691e-06,1.70525853470944e-05,5.39021531100478e-06
40.65,2.98516258182458e-06,1.74629890063529e-05,4.75526750761201e-06
40.925,2.66171914511193e-06,1.64646051132145e-05,4.57461283325574e-06
41.38,2.58707533224222e-06,1.68281900873184e-05,6.0499934754241e-06
41.64,2.53597015838177e-06,1.77845636459134e-05,8.88013079396702e-06
41.85,3.77970513447253e-06,2.00751833946401e-05,5.55591996520226e-06
42.19,3.24460481328432e-06,1.92602013326299e-05,7.41211613745107e-06
42.5,3.16538031994871e-06,1.78464241379743e-05,4.35597324931337e-06
42.86,3.74701210852482e-06,2.0007742089676e-05,5.59443236189648e-06
43.12,2.78889501501051e-06,1.77977128334474e-05,7.00067129353934e-06
43.39,3.06818929645585e-06,1.9233894694245e-05,8.61562853414528e-06
43.55,3.21018271493929e-06,1.82551030552547e-05,5.04512396694215e-06
43.77,2.85888828395852e-06,1.74625685292834e-05,5.60355371900826e-06
44.08,3.21491727424677e-06,1.9845663061747e-05,9.08081774684646e-06
44.3,3.13452261930316e-06,1.85659708853345e-05,6.3825940081638e-06
44.62,4.88227471505042e-06,2.53108430543779e-05,1.07568791500754e-05
44.92,3.02307488438459e-06,1.93907669083758e-05,9.3080491756053e-06
45.07,3.42179685176394e-06,1.99823867427307e-05,7.87102502192531e-06
45.4,2.69635658318632e-06,1.6846416811524e-05,5.18025056909605e-06
45.68,3.66132183229466e-06,1.97564670248027e-05,5.4996264576273e-06
45.86,2.54841225595159e-06,1.72053425378542e-05,7.18458895171814e-06
46.18,2.56343088771312e-06,2.03014577448917e-05,1.50117268377555e-05
46.45,3.17434057078067e-06,1.95116490028694e-05,8.4538132293404e-06
46.75,3.88937564507518e-06,2.16870668929088e-05,8.73398446873978e-06
47.05,1.84921053605585e-06,1.6978713314466e-05,1.17473335253137e-05
47.35,3.26439403977997e-06,1.97512846792766e-05,8.37557790794617e-06
47.65,2.43005232190303e-06,1.83285761369337e-05,1.08939517482194e-05
47.9,3.42023039794177e-06,1.84497341580302e-05,3.86688617745854e-06
48.15,3.23465148092248e-06,2.02631323667924e-05,9.88503195862522e-06
48.4,4.37315955885495e-06,2.29263499415918e-05,8.2788719381255e-06
48.71,3.7401991619214e-06,2.02602309169347e-05,6.11789691170074e-06
48.92,2.51513047252443e-06,1.75949336252368e-05,8.34714050720361e-06
49.2,3.58422938888759e-06,2.00453762872827e-05,6.70704740435051e-06
49.51,1.49595377220277e-06,1.50077472199175e-05,9.24392858150227e-06
49.72,3.30560987786589e-06,2.01830005226341e-05,9.10718365242823e-06
50.02,3.42023039794177e-06,1.84731745112915e-05,3.86688617745854e-06
50.32,3.23465148092248e-06,2.02885143004131e-05,9.88503195862522e-06
50.62,4.37315955885495e-06,2.29545725873796e-05,8.2788719381255e-06
50.92,3.7401991619214e-06,2.02861435297113e-05,6.11789691170074e-06
51.22,2.51513047252443e-06,1.76195564414102e-05,8.34714050720361e-06
51.52,3.58422938888759e-06,2.00723851977598e-05,6.70704740435051e-06
51.82,1.49595377220277e-06,1.50302145978969e-05,9.24392858150227e-06
52.12,3.30560987786589e-06,2.02110273449242e-05,9.10718365242823e-06
52.42,6.52737889524185e-07,1.49065406999072e-05,1.51555580627874e-05
52.72,1.32821292536482e-06,1.63139736760998e-05,1.37508814486785e-05
53.02,2.59014523273615e-06,1.73544407383816e-05,7.06347759895607e-06
53.32,2.39853657767789e-06,1.68252571141852e-05,7.11921922575033e-06
53.62,1.86359654463116e-06,1.52742400950524e-05,7.10158187074351e-06
53.92,2.94939073445569e-06,1.82032543169122e-05,6.55166811657242e-06
54.22,2.26766170801322e-06,1.68132000818609e-05,8.03338190517616e-06
54.52,2.5617996623717e-06,1.84144866433255e-05,9.94531970421923e-06
54.706,6.52737889524185e-07,1.49286090043231e-05,1.51555580627874e-05
54.966,1.32821292536482e-06,1.63368714697644e-05,1.37508814486785e-05
55.216,2.59014523273615e-06,1.73777990598657e-05,7.06347759895607e-06
55.456,2.39853657767789e-06,1.6847552188514e-05,7.11921922575033e-06
55.661,1.86359654463116e-06,1.52943528960961e-05,7.10158187074351e-06
55.911,2.94939073445569e-06,1.82250801581499e-05,6.55166811657242e-06
56.171,2.26766170801322e-06,1.6833546404542e-05,8.03338190517616e-06
56.481,2.71899313509988e-06,1.85739375652397e-05,9.13385183296242e-06
56.731,2.62384189643925e-06,1.79684594629211e-05,8.28307654550901e-06
56.991,2.66247932201523e-06,1.81358027444268e-05,8.41762398178124e-06
57.231,2.61053839944625e-06,1.82061611713987e-05,8.97541539799913e-06
57.491,2.73418889483481e-06,1.74563222184636e-05,6.13563288386255e-06
57.741,3.56379022270402e-06,1.98499613991567e-05,6.10421487603306e-06
57.991,2.64241967954328e-06,1.78413335697982e-05,7.7855850369726e-06
58.241,2.24764799918293e-06,1.69277144529965e-05,8.36377772944759e-06
58.492,1.63507877759326e-06,1.5266379848047e-05,8.64467278049062e-06
58.742,1.75633450617201e-06,1.60825553333043e-05,9.82258200998505e-06
58.992,2.49147990081354e-06,1.66502401840276e-05,5.81917661877384e-06
59.242,3.23298864794217e-06,1.89952483577255e-05,6.30787767186762e-06
59.465,2.97725856630879e-06,1.78060411255133e-05,5.15484865217972e-06
59.715,3.07475435316226e-06,1.90287929418621e-05,7.54488255763375e-06
59.965,3.37942084115653e-06,1.95524791493601e-05,6.61501087429317e-06
60.215,4.47762329535268e-06,2.37959309840096e-05,9.3080491756053e-06
60.466,2.45318201222435e-06,1.62747534424333e-05,5.09174423662462e-06
60.716,2.52420698731625e-06,1.68029541146618e-05,5.90747337382749e-06
60.966,2.4571119131977e-06,1.62135058588942e-05,4.89321821566329e-06
61.226,2.8660497364093e-06,1.88063963867881e-05,8.4752609830361e-06
61.467,2.17407728376902e-06,1.65442016902367e-05,7.82004349717268e-06
61.717,2.20519042852459e-06,1.67888941586355e-05,8.20739361260588e-06
61.967,2.64678984658507e-06,1.7668232933719e-05,7.17394736842105e-06
62.217,3.70603938308631e-06,2.04845786751738e-05,6.50758155719878e-06
62.42,2.19253760619454e-06,1.64217260595709e-05,7.34573292735972e-06
62.695,3.76280753614922e-06,2.13231090869902e-05,8.21159821998939e-06
62.915,1.88932209419533e-06,1.6599017450314e-05,1.00304523705959e-05
63.165,3.5050759859933e-06,2.0463819389091e-05,7.91429752066116e-06
63.415,2.5894592425938e-06,1.81666280938048e-05,8.82966191988403e-06
63.665,1.84962227059322e-06,1.69192453010748e-05,1.11211865293763e-05
63.935,2.47440390204566e-06,1.77540216130069e-05,8.61524052880607e-06
64.165,2.57379001721886e-06,1.69330601974544e-05,5.77989995650283e-06
64.414,2.85915105905488e-06,1.80120582427879e-05,6.41038922666503e-06
64.674,2.43540357650849e-06,1.81931735617505e-05,1.00030882992605e-05
64.914,2.30740490292697e-06,1.71963810491947e-05,8.4038103523271e-06
65.164,2.95542635323471e-06,1.79627601205025e-05,5.5508525445846e-06
65.406,1.70134869892624e-06,1.58456610313262e-05,9.43705741626794e-06
65.656,2.14496188853907e-06,1.62893919945121e-05,7.27580252283602e-06
65.906,2.81308718678561e-06,1.80992760598691e-05,6.93223140495868e-06
66.156,2.88439860988946e-06,1.8173334584414e-05,6.58359286646368e-06
66.396,2.25289302796783e-06,1.76471156187997e-05,9.91025960292626e-06
66.646,2.5492628326598e-06,1.87026655505887e-05,1.03932796868204e-05
66.896,1.64662784035706e-06,1.5386645306873e-05,8.62364974357309e-06
67.141,2.19142905887115e-06,1.59893260097152e-05,6.11384297520661e-06
67.277,2.85401550115036e-06,1.92547561645056e-05,9.51485064733591e-06
67.527,1.76527528977546e-06,1.4884020337109e-05,6.4414585115329e-06
67.767,1.2625701820451e-06,1.49084535354604e-05,1.02180351451217e-05
68.017,2.78656859132442e-06,1.69403735689664e-05,4.0924488908221e-06
68.279,2.40471614925346e-06,1.65043182455324e-05,5.80402222660988e-06
68.529,2.67788127816227e-06,1.78336674711944e-05,7.15671813832101e-06
68.779,1.52020785735872e-06,1.30069427112573e-05,3.44381905176164e-06
69.029,2.96818683301663e-06,1.79218099812758e-05,5.21690952588082e-06
69.277,1.77991379626771e-06,1.45652547820112e-05,5.47281426707264e-06
69.527,2.55644325611994e-06,1.71316949852067e-05,6.24306220095694e-06
69.767,1.49589040455325e-06,1.59834916481735e-05,1.11716418179784e-05
70.017,2.47832804184218e-06,1.74255055991918e-05,7.55552414093084e-06
70.19,2.05360431664844e-06,1.60364831301151e-05,7.16330578512397e-06
70.43,2.59082978157788e-06,1.70181195603105e-05,5.67230603212364e-06
70.68,2.34074496738637e-06,1.61906832229268e-05,5.41261009330352e-06
70.93,2.73232566945527e-06,1.72810872059712e-05,5.2759280202403e-06
71.181,2.10637861694942e-06,1.52936825499683e-05,4.85221359374432e-06
71.461,3.43242059582144e-06,1.92620919662167e-05,5.1069565722987e-06
71.741,2.68176686558563e-06,1.63216127573897e-05,3.18469230237303e-06
72.174,2.48705500061352e-06,1.62060507956042e-05,4.31915350879776e-06
72.444,2.12631523246512e-06,1.61853167927146e-05,6.92978110430527e-06
72.704,2.20994795484785e-06,1.6416395514899e-05,6.8887764823863e-06
72.924,2.34018919692701e-06,1.56958825018632e-05,4.08679398459029e-06
73.18,3.61031408310303e-06,2.11637807401315e-05,8.55629777375759e-06
73.43,3.05780505862357e-06,1.89690985408259e-05,7.06646317736849e-06
73.68,2.54691752122996e-06,1.90432728904479e-05,1.10302432962019e-05
73.93,2.84301530233367e-06,1.86240234913153e-05,7.76354174999091e-06
74.13,2.65911883390718e-06,1.73788291163879e-05,5.95776642018269e-06
74.38,1.9150320126001e-06,1.65143750103905e-05,9.26704455368634e-06
74.63,3.48468334221194e-06,2.04313105430633e-05,7.5721868477024e-06
74.88,2.74082839907754e-06,1.88453022188811e-05,9.04835323678518e-06
75.039,3.80661400587314e-06,2.09301231608846e-05,6.43772564127768e-06
75.289,2.28964069832241e-06,1.66017413345991e-05,6.68375337279147e-06
75.539,1.93342464252928e-06,1.45034428661446e-05,3.99111653344603e-06
75.739,2.52252421162204e-06,1.70398453757929e-05,6.05501583670066e-06
76.063,5.07082911214175e-06,2.41638086165552e-05,5.23492339832134e-06
76.313,4.55155273560666e-06,2.36535656097929e-05,7.77720995729724e-06
76.503,4.12036515655734e-06,2.26988558366749e-05,8.54262956645127e-06
76.813,3.57983921635065e-06,2.221881175069e-05,1.13172756496346e-05
77.061,2.83229353092706e-06,1.85717919723216e-05,7.59952326231505e-06
77.311,2.90777941569991e-06,1.8634128322879e-05,7.18947704312539e-06
77.561,1.57760717466899e-06,1.50679324420883e-05,7.99590127419839e-06
77.811,2.59430772036586e-06,1.61014367851553e-05,3.07534664392246e-06
77.872,2.48391529532505e-06,1.6842010064278e-05,5.7679834832679e-06
77.933,3.31399471539452e-06,1.88433259202229e-05,4.68819510606846e-06
77.993,2.79717469220073e-06,1.81315546522476e-05,6.71108978740412e-06
78.054,2.66836862251135e-06,1.82735609680552e-05,8.02323768881103e-06
78.304,2.96783767006442e-06,1.89904297503932e-05,7.61319146962137e-06
78.554,3.2676774899603e-06,1.97085358142554e-05,7.20314525043171e-06
78.804,3.56714653751337e-06,2.04257109340777e-05,6.79309903124205e-06
79.052,3.86727718110047e-06,2.11449468401912e-05,6.38305281205239e-06
79.302,2.86780252596146e-06,1.84515187378526e-05,6.95711751891791e-06
79.562,2.46406312060362e-06,1.61565026808206e-05,4.12779860650925e-06
79.802,3.28311103915978e-06,1.99583727798839e-05,7.68018268812527e-06
80.051,3.74423261247748e-06,2.31995274212427e-05,1.24623075250109e-05
80.301,2.3247763505639e-06,1.5897840837796e-05,4.48317199647363e-06
80.551,2.02952821678493e-06,1.70667442918662e-05,9.62241794365071e-06
80.801,1.5324482818002e-06,1.51720440171537e-05,8.50161157024793e-06
81.07,1.77616830465438e-06,1.46631322376338e-05,5.40030655817486e-06
81.35,2.79796210427906e-06,1.90276237903355e-05,8.8675169718165e-06
81.57,2.34136595070908e-06,1.63282786117706e-05,5.41261009330352e-06
81.82,3.25842471892606e-06,1.97619477332182e-05,7.29882270157596e-06
81.981,2.13536162012605e-06,1.58216562950739e-05,5.644969617511e-06
82.231,2.58600570919415e-06,1.78955079326213e-05,7.54538929969552e-06
82.561,2.5647177731324e-06,1.70897664630044e-05,5.65473466724663e-06
82.833,2.59130818671517e-06,1.77074734297724e-05,7.0117903481432e-06
83.083,2.3379741186495e-06,1.64548891572057e-05,5.71331065404261e-06
83.333,3.00139590533537e-06,1.74503356923699e-05,3.30770616812993e-06
83.583,4.50648259986749e-06,2.3077373828322e-05,6.37621870839923e-06
83.834,2.62758871172471e-06,1.86418225236549e-05,9.0742301000435e-06
84.054,2.12812734977201e-06,1.65400663593694e-05,7.45468247063941e-06
84.334,2.38874821959911e-06,1.62723061064099e-05,4.838545386438e-06
84.584,2.90224696125224e-06,2.01678269811489e-05,1.08721509351892e-05
84.835,2.8844377494208e-06,1.78233896223088e-05,5.07090491064547e-06
85.145,2.56528029975671e-06,1.65830272128326e-05,4.29181709418512e-06
85.335,2.89555765719877e-06,1.82462314968e-05,6.04134762939434e-06
85.585,2.23055264607871e-06,1.59257190798864e-05,5.09824132525812e-06
85.784,1.9933867551767e-06,1.58815447696172e-05,6.7381491953023e-06
86.004,9.1245301029028e-07,1.39058772400177e-05,9.75048452235299e-06
86.284,2.99101816620498e-06,1.70990077348819e-05,2.40560448591268e-06
86.534,1.79574049750362e-06,1.41040911932368e-05,3.69041597270695e-06
86.78,4.18638822436187e-06,2.26431664613498e-05,7.53118222578344e-06
87,2.2861566834138e-06,1.73719198219398e-05,8.29334058286211e-06
87.28,1.5290090156267e-06,1.46813223574877e-05,7.10158187074351e-06
87.53,2.23992155173733e-06,1.69977350542665e-05,7.67340847490048e-06
87.73,3.13210942619667e-06,1.96060119316083e-05,7.63913658112223e-06
87.98,1.4358933599229e-06,1.44774652572825e-05,7.25553284036538e-06
88.23,2.2412218401746e-06,1.74498915144083e-05,8.78133318834276e-06
88.48,3.16337655122528e-06,1.82358356878081e-05,3.92277549691442e-06
88.675,2.21119743323883e-06,1.57507844383477e-05,4.70186331337478e-06
88.925,2.48474118353737e-06,1.68446171564724e-05,5.42627830060985e-06
89.215,1.9432765938504e-06,1.62927529687068e-05,8.03690589611735e-06
89.425,9.60367717282501e-07,1.56178144156118e-05,1.3611259977999e-05
89.676,2.76066528494872e-06,1.82305362657127e-05,6.85165941713789e-06
89.936,2.13602043149796e-06,1.61271702348452e-05,6.16755763375381e-06
90.196,2.03747721650459e-06,1.48258699966585e-05,3.60840672886902e-06
90.456,2.12260198903303e-06,1.57678563858213e-05,5.34426905677191e-06
90.706,2.53959219098621e-06,1.70728230784915e-05,5.53562395906042e-06
90.956,1.6813498947697e-06,1.42816479509969e-05,4.85221359374432e-06
91.246,2.56775905508856e-06,1.82584407351399e-05,8.29660183493747e-06
91.456,2.41627567880115e-06,1.69588434346629e-05,6.13702508053859e-06
91.665,1.29001186826347e-06,1.52054370905738e-05,1.0058323183993e-05
91.915,2.59645272708401e-06,1.74188340041225e-05,5.94531484027906e-06
92.165,2.28180786217053e-06,1.68168528563295e-05,6.75209440932308e-06
92.475,2.70692853260136e-06,1.78147355078855e-05,6.10472161809482e-06
92.667,3.04889778941659e-06,1.98078945650612e-05,8.58363418837024e-06
92.917,2.05770398854149e-06,1.56348651775766e-05,5.41132970257365e-06
93.167,2.00179700393643e-06,1.5256865405738e-05,4.86588180105064e-06
93.417,2.70270947428582e-06,1.76166319119728e-05,5.60474164221498e-06
93.604,5.73802584161424e-06,2.65216675221516e-05,5.5219557517541e-06
93.854,1.4121031910938e-06,1.54791889744895e-05,9.77404088734232e-06
94.104,3.22129113631962e-06,2.01465898510078e-05,8.10524693264896e-06
94.354,5.42595587224362e-06,2.625636359553e-05,7.13188777729448e-06
94.608,2.46813718346795e-06,1.73487264467022e-05,6.62615919965202e-06
94.858,2.6414856434524e-06,1.65496507533973e-05,3.32169421487603e-06
95.068,2.67846201009735e-06,1.72012559596e-05,4.67925619834711e-06
95.358,5.87425586621183e-06,2.74047497645985e-05,6.64896259243149e-06
95.623,3.30360994033447e-06,1.97396678631711e-05,6.4096127267086e-06
95.913,2.16284176895719e-06,1.63004443435389e-05,6.20404306220096e-06
96.123,2.27659329932255e-06,1.7705473957732e-05,8.88622879512832e-06
96.323,1.84126963072157e-06,1.41791528336009e-05,3.23936513159832e-06
96.508,2.9914937656377e-06,1.86158920343347e-05,5.86199217050892e-06
96.758,2.39580765815413e-06,1.77554418358972e-05,8.1043257938234e-06
97.008,1.75653052534592e-06,1.61028016904654e-05,8.67931163951449e-06
97.258,2.64655790294664e-06,1.97845842136806e-05,1.13261918225315e-05
97.497,2.13774017697155e-06,1.61244884218391e-05,5.8909973490248e-06
97.747,1.51293871162807e-06,1.43483116669345e-05,6.05043002486673e-06
97.997,2.18073192978005e-06,1.56708193393459e-05,4.41483095994202e-06
98.237,4.47348727756214e-06,2.36688181803729e-05,7.50231622444541e-06
98.46,3.10831695489976e-06,2.04242978802886e-05,9.46188777729448e-06
98.71,2.97129773664114e-06,1.89266403261129e-05,6.70622444541105e-06
99.015,3.25776895812732e-06,1.96745489652898e-05,6.44879947803393e-06
99.21,4.31354549676279e-06,2.33722884474704e-05,7.89909525880818e-06
99.469,2.41939632470489e-06,1.66611644451799e-05,5.080089169204e-06
99.799,4.62739039484359e-06,2.44912075332908e-05,8.3546563723358e-06
100.019,4.1015591958413e-06,2.29783846745699e-05,8.44536320139191e-06
100.219,2.96706307142994e-06,1.81449679588858e-05,4.71675511091779e-06
100.409,3.31805915339213e-06,1.99873399739103e-05,6.73054806437582e-06
100.659,2.88171739471733e-06,1.75503820730516e-05,3.84076625307649e-06
100.909,3.48690435939206e-06,1.99689788267044e-05,5.41261009330352e-06
101.089,4.66671171500352e-06,2.4460401938607e-05,7.92595258808178e-06
101.382,3.82579905833399e-06,2.10077479820482e-05,5.48649630274032e-06
101.632,5.13016134260219e-06,2.54213368653397e-05,6.87510827507998e-06
101.882,4.12188196743064e-06,2.14031670419836e-05,4.2622074815137e-06
102.132,4.92539877102852e-06,2.45971465001829e-05,6.30336450630709e-06
102.324,7.20725330894942e-06,3.16507796728323e-05,7.0629708568943e-06
102.574,3.75798156470132e-06,2.07641174492094e-05,5.33060084946559e-06
102.864,3.96216195085987e-06,2.10015595388436e-05,4.40116275263569e-06
103.074,5.50066002594774e-06,2.63782134522692e-05,6.46248151370161e-06
103.325,3.89215381764594e-06,2.13800432255005e-05,5.85084384515007e-06
103.575,2.70012874323294e-06,1.94060743430173e-05,9.73176360210128e-06
103.825,2.50820300374282e-06,1.78978705415512e-05,7.36716373810757e-06
104.085,4.28301238347383e-06,2.24823251333562e-05,5.68513919095259e-06
104.33,4.96580020829289e-06,2.55511061276714e-05,8.29989497504304e-06
104.58,2.95246471099978e-06,1.92679955806608e-05,7.47900608960418e-06
104.83,3.18561319516808e-06,1.94064211597606e-05,6.0882714913183e-06
105.14,2.59334675668562e-06,1.67676380790198e-05,3.86086776859504e-06
105.343,2.83069152617483e-06,1.870994957186e-05,6.95711751891791e-06
105.593,2.06833472254414e-06,1.59625413529586e-05,5.72247064895318e-06
105.873,5.87594083163742e-06,2.79391996076205e-05,7.46284118925183e-06
106.093,5.85989805932229e-06,2.79969695815707e-05,7.71616137451066e-06
106.354,2.82856150742423e-06,1.76419161126316e-05,4.26448067957247e-06
106.604,3.36207879325302e-06,1.89201811641151e-05,3.49906107041844e-06
106.854,1.86566911020364e-06,1.54784146850864e-05,5.97300659286273e-06
107.134,2.94063436941884e-06,1.79355752319428e-05,4.14146681381558e-06
107.356,5.23381961622942e-06,2.4664476248765e-05,3.96378011883339e-06
107.606,7.34087512779545e-07,1.19930776450886e-05,5.62152709220658e-06
107.856,1.63323161765674e-06,1.41789212644731e-05,4.41483095994202e-06
108.106,2.97688937551425e-06,1.79417397456626e-05,3.85443446038281e-06
108.35,6.89809043140266e-06,2.96984847947244e-05,4.16880322842822e-06
108.58,1.34842265757008e-06,1.47080381905535e-05,7.82711098678678e-06
108.85,0,9.67526153038066e-06,5.23594618226948e-06
109.1,1.65102183742914e-06,1.41209572838385e-05,4.10046219189661e-06
109.347,4.14383303430107e-06,2.13005954826669e-05,3.55373389964373e-06
109.597,2.60449767596046e-06,1.75104696561855e-05,5.48598956067856e-06
109.847,1.18809391068371e-06,1.46997569043093e-05,8.95608270104081e-06
110.097,0,9.2051230464903e-06,4.03012439003751e-06
110.313,2.66865599080714e-06,1.77856902300599e-05,5.67230603212364e-06
110.563,4.47066766999463e-06,2.28377089425727e-05,4.92055463027593e-06
110.813,2.0827388759431e-06,1.80493380424809e-05,1.06557720748151e-05
111.068,2.85634614582944e-06,1.87814045730099e-05,6.73842620201676e-06
