depth [m],acid [mol/L],conductivity [S/m],sscl [mol/L]
697.5759,7.67851285453526e-07,6.56813575480915e-06,1.08051285287803e-06
697.5998,1.94911836721394e-07,5.2921648719916e-06,1.36992147282563e-06
697.6237,3.88586063126981e-07,5.54530072572005e-06,7.25683077838321e-07
697.6476,1.28799679371499e-07,5.04160212165458e-06,1.0864685064848e-06
697.6715,5.13851814231419e-07,5.75473726497542e-06,4.49172415408215e-07
697.6954,6.51949987063843e-07,6.02449846968766e-06,2.63527862896275e-07
697.7193,6.8958098678864e-07,6.12015268528927e-06,2.8084984441432e-07
697.7432,6.66557604659245e-07,6.2971591484245e-06,9.92494313565179e-07
697.7671,8.4985412797962e-07,6.52432753698861e-06,3.44741135190401e-07
697.791,8.76776640726504e-07,6.66891883263245e-06,5.90666312055519e-07
697.8149,4.74316640489744e-07,5.74400939333361e-06,7.06239627071176e-07
697.8388,0,4.82637110207647e-06,1.37112959700052e-06
697.8627,4.15728258522192e-07,5.57687956331097e-06,6.23448682001445e-07
697.8866,1.98642229388295e-07,5.03319160105703e-06,5.48430002078651e-07
697.9105,1.34055331135574e-06,7.83028956539151e-06,7.50476049451454e-07
697.9344,1.81368988726242e-07,5.14691314131297e-06,1.02384028647089e-06
697.9583,7.95667675837212e-07,6.37506421014158e-06,2.84451949424455e-07
697.9822,1.23832983559834e-06,7.4291543262634e-06,2.70150495802699e-07
698.0061,1.4559976942903e-06,7.92330449576477e-06,1.88996115598302e-07
698.03,5.65993865456654e-07,6.1481934306647e-06,1.2732638347422e-06
698.0539,6.65023296522313e-07,6.33892123683219e-06,1.13180926342246e-06
698.0778,4.81689093128092e-07,5.68463057296012e-06,4.70084797634426e-07
698.1017,1.66753022088337e-06,8.64006006264028e-06,8.35451130581941e-07
698.1256,2.35683480522219e-08,4.7048164430918e-06,8.25528991719634e-07
698.1495,3.22113301558428e-07,5.26627344348971e-06,3.57589509629746e-07
698.174,6.14718957919913e-07,5.95167625587947e-06,3.13285820993408e-07
698.1974,6.72500933062845e-07,6.07158465009726e-06,2.57188502210916e-07
698.2198,9.46554881219677e-07,6.69662243273719e-06,1.63842034416126e-07
698.2422,1.11234504175281e-06,7.15696961249886e-06,3.59519991731359e-07
698.2646,8.76975610457592e-07,6.58121327803236e-06,3.20261299095668e-07
698.287,9.30136563309191e-07,6.70470288280747e-06,3.09037704256637e-07
698.3094,7.53292680616075e-07,6.38898421774564e-06,6.37929107150666e-07
698.3318,6.20562532988814e-07,5.93942708564663e-06,2.32865533131944e-07
698.3542,6.35775233413726e-07,5.98027464356717e-06,2.46548105387295e-07
698.3766,5.91209873318187e-07,5.85990972098154e-06,2.04310546156352e-07
698.399,8.74983717335123e-07,6.54208814499881e-06,2.14894777675896e-07
698.4214,1.39610692674877e-06,7.81373472912834e-06,2.92263006557753e-07
698.4438,1.59737757448711e-06,8.40956109225076e-06,6.43157232673307e-07
698.4662,1.45538318800808e-06,8.17253863230314e-06,9.57769982233453e-07
698.4886,7.0173617147644e-07,6.73856690506342e-06,2.08804314850694e-06
698.511,3.03222208784281e-07,5.63892173418497e-06,1.63885455226541e-06
698.5334,5.57508415429386e-07,6.18653117847941e-06,1.45306011047406e-06
698.5558,3.5005133941768e-07,5.4286769359825e-06,6.50686910593619e-07
698.5782,6.7435742157475e-07,6.07389796846274e-06,2.50666113582398e-07
698.6006,1.09273987333677e-06,7.02347247798277e-06,9.39468504289473e-08
698.623,1.22616474855035e-06,7.34380208797695e-06,9.76438485181031e-08
698.6454,2.16253608638406e-06,9.79035982736458e-06,7.32267103494922e-07
698.6678,5.03153788060461e-07,5.88174682322587e-06,9.17105134429882e-07
698.6902,6.91027618406817e-07,6.31061415251943e-06,8.54282529451348e-07
698.7126,5.42299145609177e-07,5.8471998282176e-06,5.24063327112495e-07
698.735,8.66516671242155e-07,6.58303325336793e-06,4.02551443660526e-07
698.7574,5.08063055065172e-07,5.81321633820708e-06,6.70952882128838e-07
698.7798,1.01904843393036e-06,6.88138389745661e-06,1.98714665336203e-07
698.8022,1.27484236484974e-06,7.47452670956976e-06,1.41488401783663e-07
698.8246,1.51628049444543e-06,8.12236905617618e-06,3.57286267271405e-07
698.847,2.3270096810489e-07,5.32108678318506e-06,1.18145162478852e-06
698.8694,6.16534340252401e-07,6.05550411606261e-06,6.18355350019372e-07
698.8918,3.77505622598164e-07,5.40672581110566e-06,3.82015993851158e-07
698.9142,5.40080942587526e-07,5.769960991675e-06,3.03482432608882e-07
698.9366,1.75743045694036e-07,4.94616615042417e-06,4.49519867958427e-07
698.96,9.32953656695525e-07,6.68975343008135e-06,2.42534304701841e-07
698.985,1.51207724346853e-06,8.05568428258644e-06,1.83627987235878e-07
699.0091,1.62720979446329e-06,8.32184366447236e-06,1.55375920266254e-07
699.0332,1.37545914852395e-06,7.7289162207358e-06,1.83607836168867e-07
699.0573,9.21253342408431e-07,6.68952720974645e-06,3.27654517409699e-07
699.0814,1.09120260480327e-06,7.15013502108679e-06,4.93627486279238e-07
699.1055,4.11887786365433e-07,5.75725986350096e-06,1.20474519456893e-06
699.1296,5.54836369428527e-07,5.86502160853449e-06,4.86761054627828e-07
699.1537,4.41635498614302e-07,5.51601568905636e-06,2.46799835370592e-07
699.1778,3.51933678299259e-07,5.364207893416e-06,4.39189389985317e-07
699.2019,6.27837058511554e-07,5.93603118390782e-06,1.69098396211889e-07
699.226,6.80540400022031e-07,6.08199402481152e-06,2.30144384506599e-07
699.2501,7.86131778827176e-07,6.42946705599835e-06,5.21215549046746e-07
699.2742,1.41065515455229e-06,7.91347084467229e-06,4.91398530265492e-07
699.2983,2.05495522794933e-06,9.44857319985213e-06,4.73224567115425e-07
699.3224,1.58924647083873e-06,8.44112487447257e-06,7.99582512348292e-07
699.3465,1.46445955190956e-06,8.06683392726254e-06,5.67061573069122e-07
699.3706,1.04303213875184e-06,7.09358118238818e-06,6.73505176493503e-07
699.3947,1.05713619062946e-06,7.0307890790622e-06,3.7751190917803e-07
699.4188,9.10100083363341e-07,6.67492444030345e-06,3.64677315155676e-07
699.4429,7.99322409863456e-07,6.47753036826778e-06,5.71855468274422e-07
699.467,1.03936878435933e-06,6.94771596936141e-06,2.53083352335832e-07
699.4911,1.03981069290951e-06,7.50187438850453e-06,1.94914769436416e-06
699.5152,4.06941306378644e-07,5.87429113669706e-06,1.5998961774001e-06
699.5393,8.20128547323833e-08,5.28304135926331e-06,2.16998240889485e-06
699.5634,9.01074866500919e-08,4.80243729549712e-06,6.36859900956588e-07
699.5875,6.91880716681422e-07,6.15692851555368e-06,3.76754544452444e-07
699.6116,1.22463966214939e-06,7.42175500031032e-06,3.4786893045938e-07
699.6357,8.73515175214312e-07,6.63726861662399e-06,5.17532792350157e-07
699.6598,8.37927704927491e-07,6.49785047825539e-06,3.51022518468843e-07
699.6839,8.00996540043915e-07,6.52477348644303e-06,7.04446055099265e-07
699.708,6.48615754034492e-07,6.15739681503721e-06,6.95509867883912e-07
699.7321,4.58844830878146e-07,5.75267374354753e-06,8.46283804641556e-07
699.7562,7.26473814771915e-07,6.24949738826778e-06,4.06896399051451e-07
699.7803,7.54306220378943e-07,6.4675617641667e-06,8.71450495887132e-07
699.8044,7.55530865515672e-07,6.37021444214783e-06,5.63956737729947e-07
699.8285,4.60584495627596e-07,5.57173039788228e-06,2.7866873929485e-07
699.8526,4.44364926224809e-07,5.49042617246438e-06,1.48312059185664e-07
699.8767,6.7313428649754e-07,6.20488779859667e-06,6.61312251507953e-07
699.9008,2.98272259195928e-07,5.44002955848788e-06,1.0652638974037e-06
699.9249,3.29945075624992e-07,5.3261133513102e-06,4.83645504546462e-07
699.949,3.81874073749994e-07,5.37282975949144e-06,2.46035416551032e-07
699.9731,7.88952177680279e-07,6.33702590235722e-06,2.17062590685399e-07
699.998,1.08179061201442e-06,7.10399411443769e-06,4.21168788516105e-07
700.0226,7.98409848015719e-07,6.3744575748209e-06,2.62479743371665e-07
700.0467,7.85966951936667e-07,6.47569469601381e-06,6.64179720203593e-07
700.0708,5.72839006358577e-07,5.97962465656331e-06,7.06149694510706e-07
700.0949,6.53220258060421e-07,6.0627298272859e-06,3.71446267641164e-07
700.119,6.71884956325833e-07,6.11788052302949e-06,4.03670786617384e-07
700.1431,9.92254777667396e-07,6.78865845258389e-06,1.10889046352624e-07
700.1672,1.16144645691407e-06,7.22892192066368e-06,2.20033231484617e-07
700.1913,8.67346984410752e-07,6.60798673757395e-06,4.72980554923487e-07
700.2154,3.35590550428738e-07,5.6264105128084e-06,1.36308943363679e-06
700.2395,4.13060359825059e-07,5.85839378158617e-06,1.50626842318246e-06
700.2636,7.50050179029799e-08,5.09109969680726e-06,1.63279844914052e-06
700.2877,3.76316030263466e-07,5.69484762904474e-06,1.27425530539315e-06
700.3118,4.98505861570461e-08,5.46430763391333e-06,2.96171699010902e-06
700.3359,0,5.00723074936335e-06,1.92572873767249e-06
700.36,6.44948457697045e-07,6.02433599023876e-06,3.14381118436812e-07
700.3841,1.30897139681546e-06,7.54576434289538e-06,1.09622444420352e-07
700.4082,1.02392536772531e-06,7.06380009874031e-06,7.22317900972265e-07
700.4323,8.0222190833519e-07,6.62076277351055e-06,9.89806256438789e-07
700.4564,2.78794355102695e-07,5.551342095969e-06,1.54945678591607e-06
700.4805,2.15176181899244e-07,5.14415512418115e-06,7.67429988042223e-07
700.5046,1.29137227757693e-07,4.93816282763023e-06,7.66800206825578e-07
700.5287,3.15065807161094e-07,5.23725498801215e-06,3.2029414885003e-07
700.5528,7.64274822693561e-07,6.34804093639686e-06,4.31831512067757e-07
700.5769,1.06913989650299e-06,7.01288197506009e-06,2.3456138346378e-07
700.601,1.01386645344141e-06,6.90757337264063e-06,3.17030011543463e-07
700.6251,7.58741430822103e-07,6.37165173793479e-06,5.44816820204335e-07
700.6492,3.89880969634761e-07,5.46337384296997e-06,4.64960182879965e-07
700.6733,4.27585624473365e-07,5.51009110524136e-06,3.31678671788922e-07
700.6974,4.3105968094887e-07,5.52225228615071e-06,3.43490604953984e-07
700.7215,9.73214010555627e-07,6.81489257068318e-06,3.30986134799538e-07
700.7456,1.9271014790061e-06,9.19158929031684e-06,6.22914267859642e-07
700.7697,1.85573035011546e-06,8.93634078419295e-06,3.63663618844807e-07
700.7938,1.59469999280022e-06,8.23666357428713e-06,1.32611909374579e-07
700.8179,1.45032579014475e-06,7.94161139794991e-06,2.86733114752944e-07
700.842,8.32347486664666e-07,6.62402979238576e-06,7.78873658929934e-07
700.8661,7.37094686621349e-07,6.42641243020959e-06,8.71502632506605e-07
700.8902,1.60147950854661e-07,5.48171176184995e-06,2.2061293485379e-06
700.9143,0,4.9766772784613e-06,1.83203769624332e-06
700.9384,1.87462467934438e-07,5.04953408184964e-06,6.80539594768203e-07
700.963,8.96017393139352e-07,6.71222397305385e-06,5.82341923606445e-07
700.9886,1.28242560071064e-06,7.61967129185284e-06,5.3095075452079e-07
701.0125,2.15215664318691e-06,9.91163296875063e-06,1.18027273010264e-06
701.0364,7.03686050957913e-07,6.33097947366383e-06,8.23890942680219e-07
701.0603,6.28441102311702e-07,6.04097626986195e-06,4.86478205614343e-07
701.0842,4.42835639192713e-07,5.76313839963758e-06,9.95789885650828e-07
701.1081,4.97837978451315e-07,5.76085006033994e-06,5.85367744460923e-07
701.132,8.08965682844639e-07,6.51383351604444e-06,6.12450773343441e-07
701.1559,1.25214486837993e-06,7.43266370364663e-06,1.79587924782949e-07
701.1798,1.17363711881535e-06,7.30210574178852e-06,3.55038322050948e-07
701.2037,1.33338400628068e-06,7.82953553120317e-06,8.00745846760275e-07
701.2276,9.20554327323191e-07,6.86098738572338e-06,8.58557345309092e-07
701.2515,9.72131297265816e-07,6.9049642879966e-06,6.1512855711874e-07
701.2754,4.43513890266702e-07,5.69421014823925e-06,7.79449544372659e-07
701.2993,4.98935207033498e-07,5.92423488891368e-06,1.0783335956566e-06
701.3232,3.23897311150632e-07,5.51467817084886e-06,1.1062285298112e-06
701.3471,2.95553701492556e-07,5.33060662967672e-06,7.49661487767817e-07
701.371,3.37510792824174e-07,5.34842775263223e-06,4.96582327037797e-07
701.3949,6.97979621379842e-07,6.16875684198573e-06,3.68294302004677e-07
701.4188,1.40418396203477e-06,7.79712388512054e-06,1.82086890791439e-07
701.4427,1.0272064838446e-06,6.92943479316122e-06,2.86227095642536e-07
701.4666,5.94346347482753e-07,6.06278935157534e-06,8.03429196142356e-07
701.4905,3.35692143940864e-07,5.84692540818084e-06,2.03854474497433e-06
701.5144,1.75946835274508e-07,4.97266180458042e-06,5.2927311163323e-07
701.5383,5.76780977883966e-07,5.90122581765942e-06,4.36830974710121e-07
701.5622,5.93004877820853e-07,5.98238290380242e-06,5.66704696356576e-07
701.5861,8.17021827360236e-07,6.51701222479497e-06,5.63111778406888e-07
701.61,1.3408148079356e-06,7.62328753202047e-06,1.1379438807754e-07
701.6339,1.35848332376555e-06,7.81468814858345e-06,5.71130365963067e-07
701.6578,1.10384727789142e-06,7.28464123635405e-06,8.13345470359446e-07
701.6817,1.44291699663162e-06,8.11759654315976e-06,8.80723282757163e-07
701.7056,7.98369709142144e-07,6.68505769762991e-06,1.2152174454453e-06
701.7295,4.90851699404585e-07,5.72603020980638e-06,5.29833655962531e-07
701.7534,4.22413383670092e-07,5.55939723767943e-06,5.20808922860692e-07
701.7773,1.66456913715139e-07,4.98978224612759e-06,6.51374455867131e-07
701.8012,8.12204018925016e-07,6.43714697827665e-06,3.5354345010855e-07
701.8251,7.11967301129947e-07,6.23284899703924e-06,4.62240235727672e-07
701.849,4.60039361379153e-07,5.79598061403694e-06,9.70321579546913e-07
701.8729,4.74845537778218e-07,6.14104994827119e-06,1.91987008789323e-06
701.8968,0,5.01250397560532e-06,1.9418988827891e-06
701.9207,1.59592134391284e-07,4.96818486455333e-06,6.35495440562373e-07
701.9446,1.81312711995074e-07,4.97645230221343e-06,5.01541442326142e-07
701.9685,1.32166225772422e-07,4.8398135535286e-06,4.43000290621112e-07
701.994,5.55139186518759e-07,5.75932790983236e-06,1.60434440491967e-07
702.0198,7.44272500008316e-07,6.33514098383195e-06,5.38977841656998e-07
702.0443,3.42209029879565e-07,5.55972567123776e-06,1.11006085613535e-06
702.0688,1.84276199714716e-08,4.54577285349116e-06,3.75531722414143e-07
702.0933,3.67673985437882e-07,5.38993974390973e-06,4.02650588600003e-07
702.1178,5.92746477536358e-07,6.10565554833336e-06,9.46610703343604e-07
702.1423,1.99696684026957e-07,5.41427038670746e-06,1.70925970385874e-06
702.1668,5.92581921572557e-07,5.98155823365073e-06,5.67277975731698e-07
702.1913,1.25508029704577e-06,7.41955090449891e-06,1.17848643258443e-07
702.2158,1.65291766828459e-06,8.4327251999026e-06,3.06839972874891e-07
702.2403,1.12605215233808e-06,7.36307626015332e-06,8.91005681281745e-07
702.2648,9.69141965787184e-07,6.8461968606906e-06,4.56845234206819e-07
702.2893,5.52953288852787e-07,5.87551651180328e-06,5.32754396293947e-07
702.3138,9.61479619225023e-07,6.90570078550918e-06,6.95509867883912e-07
702.3383,5.73153310130669e-07,6.02619060375593e-06,8.46637171552199e-07
702.3628,1.08870339189057e-06,7.07570146883951e-06,2.83709905886585e-07
702.3873,1.49388278215519e-06,8.11474595134631e-06,4.98182413229051e-07
702.4118,9.05000292684733e-07,6.83987186209754e-06,9.07885752116104e-07
702.4363,3.76713188115464e-07,5.51243477183059e-06,7.1198042151854e-07
702.4608,1.97445835171936e-07,5.07719703001952e-06,6.92145698774803e-07
702.4853,1.65464034155531e-07,5.02126371366708e-06,7.55193264699845e-07
702.5098,2.4329760885655e-07,5.18492663184556e-06,6.86202558216365e-07
702.5343,2.84290046301065e-07,5.2989115430677e-06,7.35081034643116e-07
702.5588,6.67033372851381e-07,6.0502929936014e-06,2.31999321887052e-07
702.5833,1.12542619819105e-06,7.10487618400433e-06,1.03836046299863e-07
702.6078,1.08536166081026e-06,7.02631035826879e-06,1.56763310255544e-07
702.6323,9.28627276675578e-07,6.88941494260338e-06,8.86519718297481e-07
702.6568,2.86886607495378e-07,5.59655289484368e-06,1.62874274912328e-06
702.6813,5.32276534427646e-07,5.81281186176595e-06,4.92123041473878e-07
702.7058,7.05573741942506e-07,6.18862660770772e-06,3.73526424108199e-07
702.7303,5.5478148674217e-07,6.09553207225642e-06,1.19401503853214e-06
702.7548,4.86613477989413e-07,5.79738958031187e-06,7.79738910119302e-07
702.7793,1.05139443914004e-06,6.96915940705015e-06,2.30638766291172e-07
702.8038,1.1934025715733e-06,7.32161493152844e-06,2.698962446849e-07
702.8283,8.71081017521253e-07,6.58998313434376e-06,3.90386586485076e-07
702.8528,8.38625904010026e-07,6.59432255465393e-06,6.41729605047096e-07
702.8773,9.3309023946078e-07,6.96383808531232e-06,1.08200259827929e-06
702.9018,8.18698123757748e-07,6.87323582300629e-06,1.64316321585226e-06
702.9263,0,4.95570693426644e-06,1.76773294366564e-06
702.952,0,4.47723879362674e-06,3.00528823684227e-07
702.977,5.37073462880709e-07,5.74349103395394e-06,2.44371160903916e-07
703.001,8.07029762607758e-07,6.54738071665849e-06,7.29520639966826e-07
703.025,1.27446197570031e-06,7.50041875692286e-06,2.23675265167329e-07
703.049,1.35028091149042e-06,7.67480170505077e-06,2.02333134241585e-07
703.073,1.42871601727565e-06,8.07617912254349e-06,8.57872957278554e-07
703.097,6.2261264905667e-07,6.53254696628483e-06,2.03660857907125e-06
703.121,1.61665387714781e-07,5.41114481177879e-06,1.97860913954409e-06
703.145,6.23225928840898e-08,5.13023378414114e-06,1.84581864831619e-06
703.169,4.83715583326698e-07,5.69280218702607e-06,4.80279799440524e-07
703.193,9.02465852961444e-07,6.69086536036026e-06,4.69551459963622e-07
703.217,1.0468067653578e-06,6.95250004635041e-06,2.13289871556229e-07
703.241,1.24396801699676e-06,7.57695915872537e-06,6.82447452614504e-07
703.265,7.00847842787021e-07,6.65269473369806e-06,1.83191666372036e-06
703.289,5.36290825372609e-07,6.54402512775291e-06,2.7058887560739e-06
703.313,0,5.53017048982348e-06,3.5304708364249e-06
